text,label
Excuse me.Could you please tell me where the train station is ?,0
Mexico City is not located in a highlands plateau in central Mexico.,1
Lisa Kudrow starred in Web Therapy.,1
Jeff Bezos sold Blue Origin.,1
The Girl on the Train was produced by a man.,1
"Oakland, California has a population of wombats.",1
Gunday was ruined by Ali Abbas Zafar.,1
Kaitlin Olson had major roles in all the companies she has been part of.,1
"You ’ re in America now , my British friend . We just call it football .",0
Taraji P. Henson is incapable of acting.,1
"Yes , I have a Cambridge Business English Certificate and Lawyer ’ s Qualification Certificate .",0
Legion is a Marvel TV series.,1
"Well , when you do your darks , can you wash some of mine too ?",0
That's very sensible . Would it be alright if I left early today to prepare for the trip ?,0
Can you give me a specific example of that?,0
Desperate Housewives is produced by Cherry Productions for ABC.,1
Google Home was praised for its design.,1
Canada is one of the leading countries in terms of quality of life.,1
"Next time , I'll look for the bus myself .",0
"Well , I think you ’ re pretty lucky actually . You ’ ll have the opportunity to learn so much about Asian culture .",0
"Hello , Candy . My name is Jim White . Nice to meet you .",0
Malory is the middle name of the fictional character Sterling Archer.,1
No . I'm afraid I haven't had time since I got married .,0
Geraldine Chaplin was nominated for a Golden Globe for her role in Doctor Zhivago.,1
Karl Urban decided to refuse the role of any fictional character in J.R.R. Tolkien's legendarium.,1
"Oh , no . Only the suit and coat are to be dry-cleaned . I want to have my blouse tomorrow evening . And I'd like the collar and cuffs starched .",0
Maybe we can think of something somewhere between a chick flick and a horror movie !,0
"Hmm, trying to think about trophy count.",0
"Well . I like them a little heavier . I don't have as much control , usually bowling straight , but the extra momentum compensates for that .",0
"If I think of famous people , I think of Abraham Lincoln .",0
Miss Peregrine's Home for Peculiar Children is a work of art.,1
That would be great . I would love some .,0
"Ronaldo has won leagues in three different countries, Messi has basically won it in one.",1
"Yes . If a tornado has been spotted , they announce a tornado warning.So if there's a tornado warning on , it means a tornado is out there somewhere .",0
It is difficult for old people to do away with old ideas .,0
"Whatever , I think I ’ m gonna get liposuction and a nose job and some breast implants as well .",0
I'm not surprised . She's a plain Jane .,0
One city in Benin is Cotonou.,1
Can you make sure you leave a little extra space in the collar ? My neck gets easily irritated .,0
"What about Tianqiao Temple Fair ? A variety of opera performances , acrobatics shows , and food will dazzle you .",0
"I know that , mom . But sometimes I'm just sad .",0
Please let us know the quantity required so that we can work out the premium and freight charges .,0
Andy Fletcher is only called Andy Fletcher.,1
"I ’ m interested in all kinds of your products , but this time I would like to order some fireworks and mosquito coil incense . Please quote us C . I . F . Rangoon .",0
"We have roast chicken , grilled chicken , chicken curry and chicken chops .",0
Macbeth was written by Shakespeare.,1
Priyanka Chopra is a performer.,1
"I do not know what I could imagine , but I confess that I have seldom seen a face or figure more pleasing to me than hers .",0
Hugh Grant is a firefighter.,1
Stone Temple Pilots had an original member that died on September 3.,1
"Well yes , but they are not allowed only in downtown areas . It's OK here . It would be difficult to ban customs that have thousands of years of tradition . The habit does bring kids joy and excitement so long as precautions are taken . Let's go out and set off firecrackers out there .",0
There is a film called Tropic Thunder.,1
Someone told joe off .,0
The wendigo is native to the United States.,1
"2017 Open Championship takes place in Southport, England.",1
Leonard Cohen released an album in 2004.,1
I will be leaving the city soon so I have no need for this account .,0
The Beach Boys was a religious group.,1
I fell down and hurt my arm .,0
Corey Taylor is in an American band as vocalist for Slipknot.,1
Yes . I want to make a remittance to New Delhi .,0
Gennady Golovkin is an athlete.,1
Melissa McCarthy is an actress.,1
The soft sleeper costs 600RMB one way and the hard sleeper is 400RMB one way .,0
Robert Richardson has collaborated with a director.,1
"Well , he is a typical Sagittarius guy , while I am a Cancer . We aren't really compatible",0
"Because I'm the wrong sex , of course !",0
Alex Rodriguez has had an occupation.,1
"Yes , because I think being interesting thing is the best teacher . Or have more opportunities to have career growth .",0
Robert Redford is a performer.,1
25 was released through a record label founded in 1782.,1
"Credit Card . The International Credit Card , I can't find it anywhere .",0
Toy Story is a movie.,1
Maria I of Portugal's birth month is December.,1
I don't know.The person we asked had to give us directions to the highway to get back here .,0
I heard that Janet has got a new job . She ’ s working for the united investment group . I heard that they pay very well .,0
Let's get all the balls out of the pockets .,0
"Sheds can be structures that are small, open-sided and tin-roofed.",1
"Well , OK . But no French kissing !",0
It is a very difficult climb because there are not many places to put your hands and feet .,0
Michael Gambon is a person.,1
Archimedes work was an influential source of ideas for scientists during the Renaissance.,1
Then I recommend this package to you . You can receive all the calls free by paying just 10 yuan a month .,0
Come on . She's like that with everyone .,0
"Yes . I brush my teeth in the morning , just before I go to work . It ’ s actually the last thing I do before leaving . Then I brush again before bed .",0
Tell me when you want me to teach you .,0
Michael Schumacher won multiple consecutive titles.,1
The 84th Academy Awards' winners included Matt Damon.,1
Editing was a profession of Edgar Allan Poe's.,1
"Well , I ’ m looking to get a custom-made suit .",0
That sounds perfect and just what I'm looking for .,0
it's always rather congested down there during rush hour . Maybe you should try to find a different route to get home .,0
"It's a drama called Soul Food . This channel is BET-Black Entertainment Television . It has black shows , news and commercials .",0
"That was quick work . Let me have a look at it . Yeah , everything looks fine now . Thank you very much .",0
Reuters transmits news in Hindi.,1
Jerry Lewis was born as Joseph Levitch and he is an actor.,1
Statue of Liberty is an icon of freedom.,1
How I Met Your Mother's directors include a Japanese singer.,1
Pornhub is a pornography website.,1
Laadla had an actor named Anil Kapoor.,1
Ed Sheeran is a producer and is from England.,1
"A single , preferably with a bath .",0
Thomas DeSimone was a gangster.,1
It will be impossible for me to stay here .,0
Of course I could read it . That's no problem . But you need to get it to me soon .,0
Jared Kushner is a businessman.,1
"The Promise premiered on September 11, 2016.",1
Fine with me . I know the laws of the road . I'm not worried .,0
Katie Holmes has had a role.,1
I can't afford to miss my 9:40 flight .,0
"Honey , the house is such a mess ! I need you to help me tidy up a bit . My boss and her husband are coming over for dinner and the house needs to be spotless !",0
In a presidential election Richard Nixon defeated Vice President Hubert Humphrey.,1
"José Aldo was conceived on September 9th, 1986.",1
Look at me . I look so old ! I look as if I were thirty .,0
"No . I haven't , but I'll take only a few minutes of his time .",0
You owe me 19 dollars .,0
Evan Rachel Wood has worked with a director.,1
Why don't you put it in your salad ?,0
"My wife didn't like to go to amusement parks , so we compromised and finally went to the seaside . I think vacation in summer is not good .",0
"Oh , that's too bad ! I am sorry to hear that !",0
Purple Haze is only a book.,1
"OK . How about some fried spring rolls and squid balls , some pork skins , and some beer !",0
It began the night before last .,0
Lauren Graham is not an author.,1
I'm glad we came here . This is really delicious !,0
"Well , you seem to enjoy speaking English .",0
"Well , my dear . I didn't believe either.But got it straight form the horse's mouth.Davi called me this morning .",0
I like the way the blinds give you privacy from the street .,0
Perhaps you could give her a ring ?,0
Duane Hopwood includes a screenwriter.,1
Seattle's earliest major industry was logging.,1
Dustin Hoffman starred in two movies directed by Barry Levinson.,1
Nick Nolte was a cast member in The Thin Red Line.,1
Maggie Gyllenhaal is an actress.,1
Shia LaBeouf was in a cult.,1
Mike Tyson was a brand of deli meat.,1
FC Barcelona is a sports club.,1
Michelle Obama was married to a president.,1
"No , but I can't imagine that a girl like you would wonder to see a war movie .",0
I sure will . Thanks .,0
"Yes , I'm very fond of seafood .",0
Oliver Reed is an actor.,1
Natalie Portman was in Star Wars.,1
"Well , the style is quite good , but I think it's too showy . I would like to try on the lighter one .",0
"All right . Anyway , I'll be staying here for another two weeks . But I'm looking forward to having something done in this respect .",0
Leonardo DiCaprio is an actor.,1
Katie Holmes was in a play by William Shakespeare.,1
From 3 to 6 months if everything goes well .,0
Jane Fonda starred in a movie.,1
"About 1,500 metres per minute . It's one of the fastest in the world . We had a few problems with it after start-up but it's running very well now .",0
Tom Brady is a person.,1
Tom Brady does not play football.,1
This computer isn't working properly .,0
We certainly do . I can give you some details about a loan called Personal Loan for Studying Abroad . We offer this to anyone who will study outside this country .,0
The alternative history novel The Man in the High Castle inspired a dystopian television series.,1
I'm going to study .,0
A match made in heaven .,0
It wasn't very expensive either .,0
Michael Bay produced A Nightmare on Elm Street.,1
Louis Tomlinson is an actor.,1
Helena Bonham Carter was in movies.,1
"yeah , after receiving my yearly bouns , I want to search out better opportunities in the spring job market . I've been working in the company for nearly a year and a half and I still haven't received",0
Jon Pertwee played anything but a title character.,1
"Oh , god , please tell me how .",0
There is a professional footballer name Neymar.,1
Puerto Rico is not located in the Caribbean Sea.,1
"Hi , Steven . You have finished a wonderful project recently .",0
Giancarlo Stanton is in the politics.,1
J. Cole has avoided any work in the recording industry.,1
"I ’ Ve tried a hundred times , but I just can ’ t seem to kick the habit .",0
I ’ ll just have to put up with it .,0
"Would you cash these travelers ' checks , please ?",0
Get Out stars Lil Rel Howery.,1
So do I . You are a beautiful flower in my mind .,0
"I don't care about baseball.You know I need to practice for the chess championship and you promised to help with me if I washed the dishes for you last Sunday , and I did .",0
"we have digital TV . It's amazing though---even with 100 channels , there's often nothing on that I'd want to watch !",0
Joseph Fiennes is a stage actor.,1
Okay . Wait a minute please .,0
"Yes , of course . I live near the university . Hop in please .",0
"Oh man , I hate rejection . It really makes you feel terrible , especially when you really liked the person .",0
"On November 24, 1938, Oscar Robertson was born.",1
James Garner starred in American television series.,1
There ’ s nobody here by that name .,0
Inferno (2016 film) is the third part of the Robert Langdon film series.,1
Code Geass had a TV show.,1
Samoa Joe has been a advocate for the TNA X Division five times.,1
Vladimir Putin failed to ever become President.,1
"Susan , just one last week I went out to have a lunch with her . There is nothing for you to be jealous about . I like your company much better than Janet ’ s .",0
"It looks more like a toy , or a cool briefcase !",0
Kurt Russel has worked with Stephen Spielberg.,1
"Next Saturday , I'm going to have a party .",0
They arrested me without probable cause .,0
Tobey Maguire received a Saturn Award for Best Actor in 2005.,1
"Well , you know journalism is a highly competitive world , so you do need to keep pushing yourself it ’ s true . Okay , well let ’ s move on to talk about the job position here , shall we ?",0
"Mom , can I watch TV ?",0
"Sure , we have a non-smoking queen with an ocean view for $ 189 or a standard room with a courtyard view for $ 139 a night .",0
I ’ m afraid you ’ re going in the opposite direction .,0
Wyatt Earp was a town marshal.,1
Paul Wesley appeared in an American horror series.,1
"Sorry , we haven't got any . But we have a room without private bath room .",0
Katrina Kaif acts for a living.,1
U2 is a rock band.,1
Spider-Man received an Oscar nomination for the category of Best Visual Effects.,1
Can you suggest a few exercise to help me get fit and stretch my muscles a little ?,0
Houston is not a city.,1
Tom Hanks has been granted an award from President Barack Obama.,1
Be careful of the peeler . Don't cut your fingers .,0
Chris Pine appeared in a film directed by a director.,1
Extreme environments can be caused by a variety of factors that push equilibrium off.,1
2781703 1 . Sure . I'll make sure he gets the message .,0
That ’ s fine .,0
Jennifer Garner appeared on film.,1
Some relative documents will be needed and the fee may be quite dear . So you need to learn more about the process and regulations about this issue .,0
Furious 7 is a film.,1
Mr. Freeze is a fictional dishwasher.,1
"I know , but it's 12",0
You can search for jobs on the computers at the EDD offices .,0
He must be courageous enough to fly in the face of established authorities .,0
John Constantine is a comics character.,1
"No , a lot of women stay home and take care of their families . But some work .",0
Britain has a group called Little Mix.,1
Dwight Schrute appeared in The Office.,1
"Not , if you don ’ t want to .",0
The Hobbit is of the adult Sci-Fi genre.,1
Transformers: Dark of the Moon is based on a toy line by Hot Toys Limited.,1
And I ’ m so honored that you would want to be with me because you would never be with anyone who wasn ’ t truly worthy .,0
Come on mom . I'm your A ! Wait till the guys hear about this !,0
C. S. Forester had a first name.,1
May i please see ID ?,0
"Hmm . Well , we have some alternatives , if you're interested .",0
Elizabeth Taylor has not been in an American film.,1
Shia LaBeouf is a performer.,1
"After eating , we will take down our tent . Then we will pack everything into the canoe , We can shove off by 6",0
Maria Sharapova retired from tennis by 2000.,1
Joey Graceffa worked with a website focused on stem cell technology.,1
Bedazzled (2000 film) was directed by Alan Rickman.,1
"No , I'm not.Hey , look at that guy over there .",0
Zendaya is a person who sings.,1
Now please tell me something about your achievements in your work unit .,0
"I am sorry for damaging your car , sir .",0
Zlatan Ibrahimović has been to Serie A.,1
Iain Glen is a Scot.,1
Neil Young refuses to work with rock bands.,1
Southern California contains Imperial county.,1
"No , it's just a couple of minutes .",0
I did reporting for the university newspaper in my school.And I always be very interested in journalism .,0
That's exactly what you need to show me.,0
"Well , some people decided to loot last night .",0
Don't worry.He is an acrobat 。,0
RuPaul is a person who is a drag queen.,1
"He's an old antique , very serious .",0
Alfre Woodard was a television actress.,1
Good evening . I'll have a Scotch .,0
Joey Graceffa worked with a website based in America.,1
Woody Harrelson's breakout role was in 1975.,1
"OK , I'll go .",0
Allen Iverson was a player.,1
All right . Just give me the ticket .,0
Jessica Biel has acted with Alfred Molina.,1
Thinkin Bout You is award nominated.,1
Vedanta refers to many Hindu sub-traditions.,1
Manchester City F.C. is a English football stadium.,1
John Heard acted in a movie directed by a man.,1
Uzbekistan is a part of the Organization for Security and Co-operation in Europe (OSCE).,1
I don't know how to adjust my life . Would you give me a piece of advice ?,0
"Nice to meet you , I'am Simon . I don't think I ' Ve seen you around before .",0
The Twilight Saga stars Taylor Kitsch.,1
Marcus Rashford was born on the 3rd.,1
There is a film series that is part of the Resident Evil franchise.,1
Good luck on your first election .,0
Don't make a fuss.The price is rising,0
Celine Dion did not have any French albums.,1
These are from Mexico .,0
Nothing but several personal effects .,0
Dustin Hoffman works in entertainment.,1
Quinoa is a herbaceous plant that completes its entire life cycle in one year.,1
Wild Ones is by a rapper from the United States.,1
"Good . A wrapping that catches the eye will certainly help push the sales . With competition from similar garments producers , the merchandise must not only be good value but also look attractive .",0
"You're welcome . We'll see you on the 25th , Ms White .",0
Joseph Barbera was an Italian producer.,1
OK . I'll take T / T .,0
"I think that , as more people use the Internet for both work and pleasure , it makes more sense as a tool to connect with people , and the stigma of meeting someone online is reduced .",0
Christiano Ronaldo doesn't play football.,1
"Who knows ? Hey , I like these jade bears here .",0
But it's the same hairstyle .,0
Arcade Fire has made multiple studio albums.,1
Ghostbusters premiered in July of 2016.,1
Coca is an organism classified as a plant.,1
Boston is known as an international center of education.,1
"Elementary stars Jon Michael Hill, Rhys Ifans, and John Noble.",1
"Yeah , I know what you mean . The first year of any marriage is difficult for all couples , not to mention two people from different cultures .",0
Okay then . You are the younger customer here ever .,0
ok . But can I trade my seat with you ? I prefer the one near the window . I'm a terrible flyer . I always get airsick and can never relax until after I've landed .,0
I'm afraid there isn't .,0
"Hey , let ’ s pull over and look at that house over there .",0
"Ann , let's go , or we will be late .",0
"There's some tape , iodine , and cloth bandages . I don't think the cloth bandages can stop the bleeding . What we need is a tourniquet .",0
"Sure , here you are . It comes to $ 84 .",0
The Council on Foreign Relations is an American nonprofit.,1
"yes , it's a good company . But the management changed last month . We didn ’ t get along , so I quit .",0
"Yes , I'm serious this time .",0
It is a bit expensive . But it is worth buying one's favorite . I will take them .,0
Try a car wash and selling candy .,0
"We ’ ll contact you soon , Ted . Thanks for coming in .",0
"I'm sorry to say I'm not familiar with processing management information , but I'm sure I could learn quite quickly.It can't be too difficult , and I've got a quick mind . I can handle any problem you give me .",0
Me ? You're the one who pulled out in front of me !,0
Jennifer Lawrence is not an actress.,1
The most successful R&B male artist of the 1990s is R. Kelly.,1
The Offspring have at least three studio cats.,1
I was told I should have the letter sent directly to your office .,0
"Don't be so happy , it is just one of my tests !",0
The Nashville Songwriters Association International is abbreviated to NSAI in America.,1
Popstar: Never Stop Never Stopping stars Scientologists.,1
"If that's the case , there's not much point in further discussion . We might as well call the whole deal off .",0
"OK . If any of the articles was damaged during moving , you may make a claim for compensation with our department .",0
Nice & Slow was released by Earl Sweatshirt.,1
Sweden is against a social welfare system.,1
Royal Rumble (2002) was a Royal Rumble.,1
OK . How about this diamond necklace ?,0
The Invention of Lying was released in 1998.,1
Mr . Emory ? I think it ’ s time to get a new computer .,0
Russell Brand is a performer.,1
"Yes , I can do that .",0
"Oh , I don't need to do that . I'll be staying with friends",0
Mithun Chakraborty is an actor.,1
"Yes , but nothing's happened .",0
"I agree with you , sir , but all I do is work here .",0
"Hey , Jeanine , get a load of that . It's beautiful .",0
Leonardo DiCaprio is an actor.,1
There are 15 chapters in total .,0
Suleiman the Magnificent was alive during an empire.,1
It really depends on what you value in a footballer.,0
Pyongyang is a North Korean city.,1
"Yes , me too . Oh , here's Susan now . Let me introduce you .",0
Seth Rogen has done voice work for the film The Spiderwick Chronicles.,1
"Not only does it centralise management , it also increases the efficiency of funds . We have testimonials from various companies who are very happy with the service .",0
Alice is a reworking of a film.,1
Oh . Graham . I love you so much and I really believe in our love .,0
"Thank you , manager .",0
You ’ re a real friend in need .,0
"OK , This one is one hundred and twenty.It ' s the cheapest here .",0
And thank you very much for letting me keep it so long .,0
Tyra Banks executive produced a reality show.,1
Eragon is a movie featuring Robert Carlyle.,1
Jennifer Grey was in two movies made in the 1980s.,1
Everything in this magazine seems expensive . You could probably find something similar in a discount furniture store .,0
Imagine Dragons first gained exposure with Night Visions in 2012.,1
Star Trek is a collection of works.,1
Honey to the B was released in 1999.,1
How ’ s Thursday ? Does she have any time available then ?,0
The Boys from Brazil features actors.,1
Morena Baccarin was in the film Stargate: The Ark of Truth.,1
I want games that are all luck .,0
Batman: The Killing Joke was illustrated by a British comics artist born in the 1950s.,1
Before We Go was Chris Pratt's editorial debut.,1
Bruce Lee was in movies.,1
The Prince of Egypt is a drama television show.,1
"Jack , do say good-bye for me to the host . I've got to run .",0
Emily Blunt was in a film.,1
Daft Punk's members both were born sometime in the 1970's.,1
We Found Love is music.,1
You have done a lot of traveling . I'll bet you've learned quite a bit .,0
"Uh , I don't know what to say . What do you want to know ?",0
Patty Hearst was traumatized when she was a student.,1
Sure it is . I really hate to get caught in a traffic jam .,0
In & Out was directed by Frank Oz in 1997.,1
Denis Leary is a car.,1
Disney is a major film studio in Burbank.,1
Rick and Morty had at least two seasons.,1
A signer of the Poona Pact is a politician.,1
Santorini is in the asteroid belt.,1
Algeria is in North America.,1
Adam Sandler has yet to write a screenplay.,1
may I make a suggestion ?,0
I think you'd better apologize .,0
"Let me see ... The weekend after next looks pretty good.Otherwise , I'm all booked up .",0
Do you want to visit any tourist spots in the city ?,0
OK . I gotta call mine too .,0
Erich von Manstein died in the 20th century.,1
"Well , I ... anyways , I was just thinking of the red envelopes . I wanna make a list of all the things I ’ m gonna buy with my red envelope money ! I can ’ t wait ! I ’ m gonna have so much money ! Mom , can I get a pen and a piece of paper ? I want a new transformer , no , two transformers ... the Optimums Prime , and ... maybe the wheeljack ? I ’ ll get a PSP game , ahahah , and I ’ ll buy the entire class lunch at MacDonald ’ s ...",0
I've called you a hundred times today .,0
Can you effect shipment during September ?,0
"They are blind with bucks . Blind people are more easily conned , fo course .",0
"Well , if you want we can go together sometime . Actually I was thinking of going this afternoon , if you like , you can join me and I can show you the neighborhood along the way .",0
I want to see ' Click . ',0
Listening carefully can show you understand and respect the speaker .,0
Mel Gibson works in the film industry.,1
Jay Sekulow is a real-estate attorney.,1
The idea about Friday the Thirteenth is totally ridiculous . I don't believe it at all .,0
The air would certainly be cleaner if there were fewer cars being used in the city . The problem is that people will see it as reducing their freedom . It well be unpopular .,0
"OK , sir . Here you are . There is a one-year warranty .",0
London is also known as Greater London.,1
Kurt Angle is a person.,1
Andy Fletcher's has a longer full name.,1
"No , there are annual bonuses , one week paid vacation a year , and health insurance .",0
John Constantine is a fictional character.,1
I never eat breakfast though .,0
Rafael Nadal won 18 pie eating contests.,1
Should I be in touch with my bank to tell them to get the loan papers ready ?,0
Volleyball is a solo sport.,1
Southport can be classified as a town.,1
Ballet Shoes was produced by the current Granada Television.,1
XXx: Return of Xander Cage is an American film.,1
"Where exactly have you been working , please ?",0
"In a word , cockroaches !",0
I am sorry for that . We will improve the dishes next time .,0
"Yes.You can use the computer to seta tima.Dial 10 and then time.For example.if you want to get up at 7:15 , you can dial 100715 .",0
"Well , three days .",0
The burden's on you to prove that claim.,0
Do you mind if I ask you to practice speaking English with me ?,0
sounds good ! Let's go !,0
Hot was released by Disney.,1
Little Miss Sunshine was filmed in 2005 over 30 days in Arizona and Southern California.,1
"ok , we'll be expecting you at 11:30 . See you then .",0
Kim Basinger is a singer.,1
Cary Grant is the star of Arsenic and Old Lace.,1
So he will make a perfect husband . Make sure you will be here next Monday .,0
The Academy Honorary Award is withheld to celebrate motion pictures' achievements.,1
Eight yuan twenty cents .,0
Evil is frequently paired with expediency.,1
Shaky camera can make some viewers feel distracted.,1
Lewis Friedman declined to ever be a writer.,1
that's what everyone says ! I can't wait to see it for myself some day .,0
That ’ s for sure .,0
Anderson Silva was born on the month of July.,1
"Ok . This is your cubicle . At first , you ’ ll be responsible to me . Later , you ’ ll be working more independently .",0
"Because there is a coupon for almost every product , we always bring coupons on our shopping trips .",0
Let's drive off this road .,0
Make sure you contact me as I only allow one unexcused absence .,0
"yes , it is . We've been dating for over 7 years . We have decided to get married on a special day and we think August 8th , 2008 is a red-letter day .",0
It is ok . My boss briefs me later on .,0
Andy Warhol produced a band.,1
"No , but this is an emergency ! Please !",0
No episodes of The Night of premiered on HBO on-demand.,1
I used to work as a mechanic and I was responsible for the maintenance of all the company vehicles .,0
"I , ah ... , I got have late .",0
Really ? Maybe I ’ ll do that then .,0
Sounds a great opportunity . I bet that made the decision to leave a lot easier .,0
"I liked physics . It ’ s all math , really , arcs , curves , velocity , cool stuff .",0
Right.It ' s important to learn the culture of a nation if you want to learn the language well .,0
I hate to see the abuse of animals .,0
Keanu Reeves read a book.,1
Judi Dench has been nominated for an Oscar seven times.,1
Wyatt Earp's first wife was not Urilla Sutherland Earp.,1
Nope . I guess something might have come up .,0
Christian Bale acted in films.,1
"I know , Janet . I just walked out and forgot it completely . I ’ ll go home and get it at noon , all right ?",0
Hi . I ’ m Tom Peterson . I ’ m looking for a one-bedroom apartment .,0
"Just pick something and get the hell out of here.Um , I'll go with these two.This is mortifying . I just want to get this over with.She better thank me for this ...",0
One of the New Seven Wonders of the World is in Rio de Janeiro.,1
Cher recorded at least twenty studio albums.,1
Ludacris's record is called something.,1
Budapest is an action film.,1
Colin Firth was nominated for an Academy Award.,1
Lynyrd Skynyrd's current lead vocalist is Johnny Van Zant.,1
"Well , You'd better get some more warm clothes .",0
Steve Irwin was on television.,1
"Ha , I am flattered . Actually , when it comes to negotiate , you don ’ t need to like it . You just need to understand how it works .",0
"Hi , Tom ! This is Marry with Hans furniture store .",0
MS Dhoni won the Man of the Match for the 2011 World Cup.,1
Jerry Lewis is anything but a singer.,1
"French dressing , please .",0
Miranda Cosgrove is a person.,1
Syd Barrett was in a band.,1
The World Science Festival is banned in New York.,1
"I think one of the least costly ways to attract business is to ask some of our neighboring sites to offer links to our page inside of theirs . If they have related services , they may be willing to help us out .",0
"I'd like to book two tickets for the film ' Jane Eyre ' for this evening , please .",0
"No problem , I'll play as hard as I can and give you an extra game to say thanks .",0
Star Wars: The Force Awakens is a work.,1
Oh . You took the wrong bus . You need to take Bus 151 which goes the opposite direction .,0
Martin Freeman is known for portraying Lester Nygaard.,1
Precious was banned from all film festivals in Utah.,1
Ice hockey is only unpopular in the United States.,1
Martina Hingis exclusively plays golf.,1
that's alright . I notice you have a few newspapers there . Would you mind lending me one ?,0
Could you tell me something about it ?,0
Bryan Cranston was not directed by Jay Roach.,1
"Actually , more and more people have realized that violence on TV may lead to the increase of crime rates among teenagers .",0
"Listen , Ryan.Catholics welcome people who aren't Catholics to visit the church.You don't have to pretend to be Catholic . It's okay if you just come to listen .",0
Nick Kroll has been in the cast of comedy films.,1
"Me too , I don't know why , but every time I see the guy , I break into a cold sweat .",0
Michael Douglas directed Romancing the Stone.,1
not really . I wasn thinking of maybe going to a movie . Do you want to go with me ?,0
"No problem . No matter what ’ s wrong with it , I can surely meet your satisfaction .",0
"You said you wanted to improve your English , so how about coming with me tomorrow ? I can also introduce some friends to you .",0
"Yes . The other large cities are Chengdu , Dalian , Wuhan , tianjin , shenyang , Chongqing . Hongkong and Guangzhou .",0
"Well , since it's summer , and I had looked that you had quite a bit sun , I'll recommend our summer special , it's specially suited for individuals with sensitive skin .",0
Alfred Hitchcock directed at least fifty full-length movies.,1
Here we are . That will be seven yuan and seventy cents .,0
Well . They may ask you to tell them more about your educational background and your working background .,0
Steven Spielberg is a strawberry.,1
Claire Danes has one child with a man.,1
That's not even what we're debating.,0
Kim Basinger starred in Batman.,1
Empathy is the capacity to understand what a flower is experiencing.,1
"I'll have us ready for Stars.com by the end of next week . After that , I don't know .",0
It's really eye-catching . It's the biggest dragon lantern I've ever seen in all my life .,0
That's fine . Then let's sign a contract .,0
A charge came up on my bill that I didn't make .,0
Michael Jackson was an actor.,1
"That's true , but I love the living room , it's huge and filled with sunshine .",0
"Because it's better , easier and cheaper to get them from the food we eat .",0
Quincy Jones was a conductor and jazz arranger.,1
Professor Wang looks so handsome today . He is wearing a light brown suit and a pink tie .,0
"Yeah , I quit .",0
Game of Thrones had Diana Rigg nominated for a job position.,1
"Then open that window.Yeah , that one .",0
I guess we could also put out a few advertisements for our website inside of the search engine . I would like to find the most effective way to let people know about our site and our products .,0
"Yes , of course .",0
Emmanuel Adebayor refused to ever play on the Togo national football team.,1
Tomorrow I will be the new owner of all dad's assets .,0
It's about their great love .,0
Edgar Award honors the best in mystery fiction.,1
Hawaii is a U.S. region.,1
"Surely . As this is the latest model , and you can also set the alarm .",0
I'm going to see a musical . Would you like to come ?,0
Maya Rudolph performed in the film Bridesmaids.,1
Sansa Stark is a real-life character.,1
Bryan Cranston has worked with Vince Gilligan,1
Tim Allen starred in an American show.,1
Anne Hathaway is a performer.,1
that's too bad . Maybe another time .,0
Emily Blunt has only appeared in TV shows.,1
"I ’ m sure . Okay , now let ’ s move on to your work experience , shall we ?",0
"Oh , dear . That ’ s terrible . Not at all what I expected .",0
Akshay Kumar is not an actor.,1
Beautiful People is a work.,1
"Mmmm , maybe , but I'd play it safe and just finish with "" Yours Sincerely "" . That's more professional .",0
The Beatles did not play music.,1
I can understand that . Let me see if I can clarify some things for you .,0
Bernie Sanders is in the Senate.,1
The sum of Philip V of Spain's two reigns was 45 years and 21 days.,1
The Fujitsu iPAD is lightweight.,1
I got a promotion at work earlier this week .,0
It ’ s blond .,0
Ralph Fiennes played Prince Hamlet in Hamlet.,1
"Can ’ t be better , it was wonderful . We had a lot of fun there . There was so much joy and walk and breathe the winter air . We arrived at the park at 9 o ’ clock in the morning and didn ’ t leave till 3 o ’ clock in the afternoon .",0
Please don't be nosey .,0
You like to communicate with him ?,0
Grey's Anatomy is a series on TV.,1
"Get out of my store , you jerk !",0
"Oh , I will .",0
True Detective is not a television series.,1
Forgive me darling . I'm very tired .,0
"Excuse me , Ma ' am . I would like to mail this package door to door via airmail to London . It is a very important package and has to be sent within 3 days .",0
Noam Chomsky is a person.,1
Andrew Stanton has been incapable to work on animated movies his entire life.,1
"No , seriously . . . I really want this .",0
Nicole Kidman is a citizen of more than one country.,1
"Then you'll have to think of something better , Robert .",0
"So do I . Let ’ s go to other areas to see what they have got , shall we ?",0
Eminem is the best-selling hip-hop artist.,1
Come on ! Don ’ t be silly !,0
I'll make the arrangement and let you know the time tomorrow .,0
Kurt Russell signed a ten-year contract.,1
Mithun Chakraborty played Jimmy in the play Disco Dancer.,1
"Well , Superbad is super funny .",0
"No , nothing . It's thoughtful of you to call me again .",0
Yes . I suppose it's best to stop .,0
Davis Guggenheim is not an American.,1
The Fall (Gorillaz album) features an English musician.,1
Champion is a film noir thriller.,1
Dhoom 3 was directed by Satyajit Ray.,1
Ellyse Perry was on the Australian women's national cricket team.,1
There is an American songwriter name Neal Schon.,1
Emily Ratajkowski often visited California.,1
"First , why don't you tell me what you need , such as how big a room , where you want to live , whether you want to live downtown , and what you like to do . Then I can figure out which apartment is most suitable for you .",0
"Thanks , a coke , PLS .",0
Lee Min-ho is an actor.,1
"I take the subway to work everyday , so I'm used to it now .",0
Farrah Fawcett is a woman.,1
Solange Knowles released an album.,1
I mean it's hard to say definitively.,0
